                                                                                           ,,,"Spring 2025 Final Exam Schedule
Updated April 30, 2025",,,,,
"Note: If you have a conflict, please speak to your instructors. All conflicts must be resolved between the instructors and the student.",,,,,,,,
"To filter data, click the drop-down arrow on the column you want to filter: 
- Use the search box to find specific values.
- Check or uncheck boxes next to the values you want to filter.
- Select ""Add current selection to filter"" to add to your class list.
If you can't find your class, try typing the first few letters, and it should show up in the filter selection.",,,,,,,,
,,,,,,,,
Session,Class,Course Title,Instructor,Date,Start Time,End Time,Building & Room,Campus
Spring 2025,ARCH 411 W03,Advanced Structural Concepts I,Defelice,"Tuesday, May 13, 2025",8:15 AM,10:15 AM,"Education Hall, Rm. 136",Long Island
Spring 2025,ARCH 412 M01,Adv Structural Concepts II,Markov,"Thursday, May 15, 2025",12:45 PM,2:45 PM,Zoom,New York City
Spring 2025,ARCH 413 M01,Arch Simulation & Fabrication,Camacho,"Monday, May 12, 2025",6:00 PM,9:00 PM,Zoom,New York City
Spring 2025,ARCH 471 M01,Const Sup & Mgt I,Ullah,"Thursday, May 15, 2025",5:45 PM,8:25 PM,Zoom,New York City
Spring 2025,ARCH 471 W01,Const Sup & Mgt I,Powers,"Thursday, May 15, 2025",5:45 PM,8:25 PM,Zoom,Long Island
Spring 2025,ARCH 473 M01,Construction Mgmt Contracts,Powers,"Tuesday, May 13, 2025",5:45 PM,8:25 PM,Zoom,New York City
Spring 2025,ARCH 473 W01,Construction Mgmt Contracts,Powers,"Tuesday, May 13, 2025",5:45 PM,8:25 PM,Zoom,Long Island
Spring 2025,ARCH 475 M01,Comp Aided Manage and Admin,Doria,"Wednesday, May 14, 2025",5:45 PM,8:25 PM,Zoom,New York City
Spring 2025,ARCH 475 W01,Comp Aided Manage and Admin,Doria,"Wednesday, May 14, 2025",5:45 PM,8:25 PM,Zoom,Long Island
Spring 2025,ARCH 476 M01,Modern Construct Technologies,Lantigua Inoa,"Monday, May 12, 2025",5:45 PM,8:25 PM,Zoom,New York City
Spring 2025,ARCH 476 W01,Modern Construct Technologies,Lantigua Inoa,"Monday, May 12, 2025",5:45 PM,8:25 PM,Zoom,Long Island
Spring 2025,ARCH 481 M13,Professional Practice I,Camacho,"Tuesday, May 13, 2025",5:45 PM,8:25 PM,"26 W. 61st St., Rm. 314",New York City
Spring 2025,ARCH 481 M21,Professional Practice I,Camacho,"Tuesday, May 13, 2025",5:45 PM,8:25 PM,"26 W. 61st St., Rm. 314",New York City
Spring 2025,ARCH 481 M22,Professional Practice I,Camacho,"Tuesday, May 13, 2025",5:45 PM,8:25 PM,"26 W. 61st St., Rm. 314",New York City
Spring 2025,ARCH 481 M23,Professional Practice I,Camacho,"Wednesday, May 14, 2025",6:00 PM,9:00 PM,Zoom,New York City
Spring 2025,ARCH 481 W01,Professional Practice I,Hudes,"Monday, May 12, 2025",5:30 PM,8:30 PM,"Education Hall, Rm. 134",Long Island
Spring 2025,ARCH 502 M01,Architectural Design VIII,Gandhi,"Friday, May 16, 2025",3:00 PM,5:00 PM,"Guiliano Global Ctr., Rm. 1013",New York City
Spring 2025,ARCH 502 M02,Architectural Design VIII,Sordi,"Friday, May 16, 2025",3:00 PM,5:00 PM,"Guiliano Global Ctr., Rm. 1013",New York City
Spring 2025,ARCH 502 M03,Architectural Design VIII,DeFazio,"Friday, May 16, 2025",3:00 PM,5:00 PM,"Guiliano Global Ctr., Rm. 1013",New York City
Spring 2025,ARCH 502 M04,Architectural Design VIII,Vuono,"Friday, May 16, 2025",3:00 PM,5:00 PM,"Guiliano Global Ctr., Rm. 1013",New York City
Spring 2025,ARCH 502 W01,Architectural Design VIII,Kim,"Friday, May 16, 2025",3:00 PM,5:00 PM,"Education Hall, Rm. 223",Long Island
